id,registro,fs,duracion_seq,media_mv,mstd_mV,skewness,kurtosis,rr_mean_s,rr_std_s,label
A04065,96,300,30.0,-1846.124493591038,166424.75822822054,-0.3555775159494338,-0.17553094723896745,1.1341025641025642,0.03287255489340994,Normal
A08429,18,300,60.0,1307.1946662285714,143584.0008416414,-1.6227236752566978,0.9154918483386174,0.7698701298701298,0.17493552022446007,Normal
A01463,45,300,30.0,-139.70562156730858,200444.89328059537,-4.9555757515176015,25.194551382416343,0.8277777777777778,0.03977560515481944,Normal
A07649,217,300,30.0,-2012.3751613682678,185720.48414944002,-1.0351204784982162,0.4083935790228246,0.9035483870967744,0.1979010568537979,Anormal
A02934,78,300,60.0,-836.7471791270016,199159.94155359265,-2.9409271693480026,8.496669394129285,0.855072463768116,0.1280079112587012,Anormal
A01925,110,300,30.0,152.84860013017845,155535.1121039672,-0.8240592209510489,1.0517601363242042,0.73525,0.06030426325448861,Anormal
A07202,12,300,60.0,2524.280523827144,195514.93460803689,-0.42017568415491935,-1.2418140201105503,0.6584269662921348,0.2183247360217376,Anormal
A08336,82,300,30.0,-188.18199338067117,165885.81131817505,-0.9285028053672071,2.2387889572986666,0.7893693693693694,0.13996103670128057,Anormal
A03105,140,300,30.0,-1049.4367475329668,91882.35347700011,0.3604714182078992,-0.9931254110498617,0.8640000000000002,0.34968811500789926,Normal
A06489,173,300,30.0,-6479.585058724878,265552.94838910666,1.1041086518580434,-0.35441757112873473,0.5506289308176101,0.09744547817890337,Anormal
A01724,190,300,30.0,64.48155847775368,164474.4718993599,0.143185778395857,-0.03855154425034124,0.8644444444444446,0.026062172061632666,Normal
A03781,157,300,14.906666666666666,1164.1503026333162,155108.5233508977,-0.2894736566519872,-0.20137511887718063,0.9616666666666667,0.3265955947952798,Anormal
A06919,10,300,30.0,1129.2852354403876,107336.28725863584,-0.8961170272589203,6.296578393641722,1.0546428571428574,0.1445802333569531,Anormal
A05578,83,300,30.0,3361.8369086933258,498774.879225186,0.9290478007623381,2.108388273822274,0.5700641025641027,0.10539403149024738,Anormal
A06285,87,300,30.0,413.3308025117741,171096.5336106146,0.6006407537586027,-0.609641775878385,0.7575000000000002,0.1382794964403706,Anormal
A01981,69,300,30.0,558.5634567895341,409567.71412020066,1.6067474838280098,2.5588761807556724,0.4634895833333333,0.10082374211874101,Anormal
A02777,59,300,30.0,6590.881628743142,495394.72437641385,0.7444110733834729,-0.0927979373569241,0.8751960784313726,0.38333264379858745,Normal
A07968,216,300,60.0,-1135.3517390335633,135772.03500216955,-1.7763363176428433,6.21565186842111,0.92125,0.1425846483477252,Anormal
A07010,18,300,60.0,409.84816192888826,202977.97545008847,-5.196598674654025,32.640789310796826,1.0062146892655368,0.04131755497602961,Normal
A03988,28,300,30.0,-1388.1588536970053,446994.0433971921,-0.3727684063735175,-0.5048370922046868,0.7526495726495728,0.2352935724469755,Normal
A05231,53,300,30.0,771.2690682719143,133122.96079635966,-0.30418415393173726,-0.7986129367498527,0.9055208333333333,0.03048917584569973,Normal
A04849,169,300,30.0,-1813.3240413917645,187117.14777015967,-0.5243885678842598,-0.4583836759510942,0.9003125,0.01977932729377935,Normal
A00601,221,300,19.06,-6973.451941903642,479249.1374605529,0.2618793411686176,2.130131584253191,0.7129333333333334,0.146855393726845,Normal
A03128,4,300,30.0,-2069.2078390918796,180443.7536034832,6.649638359736453,46.78185319159221,0.448030303030303,0.03949588595856891,Anormal
A01924,150,300,30.0,-21884.503043347224,530395.194751256,0.4111766697931163,-0.952433793566009,0.6671969696969698,0.3182479999713537,Normal
A06506,60,300,30.0,516.2734916609857,90484.84636227282,-3.2993307627710413,9.109139966131801,1.041904761904762,0.14261566893207533,Normal
A01679,48,300,30.0,2843.4598310249517,181232.34958020202,-2.4268518689819185,10.960525778176534,0.7147967479674797,0.05049912811765959,Anormal
A02999,10,300,30.0,732.4764919759631,236922.56261485768,-5.044674037864532,25.293774330087945,0.8676470588235295,0.05285650454815213,Anormal
A06514,46,300,30.0,-2160.084469874038,169607.28769175755,-1.8045339217580847,8.09735545221802,0.7625641025641027,0.06253642374984103,Anormal
A02725,19,300,30.0,2395.101121563468,424589.57372982707,0.3211945457542819,-0.5952140976229057,0.8741176470588236,0.3721963242782341,Anormal
A05729,16,300,36.68666666666667,384.6552073994429,185466.0811569739,-0.22481422873635667,2.3952281905117587,0.7590277777777779,0.09342495089973173,Anormal
A02983,634,300,30.0,-24.34015941549923,85311.39858886703,-7.961944247986386e-16,-1.9999999999999998,1.3683333333333334,0.43833333333333335,Anormal
A03257,185,300,30.0,374.855133851676,68644.176726243,-0.1534683806420578,-0.9054764658930781,0.762982456140351,0.021285987396981385,Normal
A03186,200,300,22.48,-3773.0067965001663,137621.2517795181,0.7060345682843039,-1.5000000000000018,1.6322222222222225,0.22238327497285926,Normal
A08514,131,300,11.213333333333333,-1176.9346760586573,158816.56676239357,1.4717647029718637,1.941168610740175,0.6641666666666668,0.14117807903495502,Anormal
A06150,50,300,35.48,567.9817884643844,147451.96149080544,-6.334894695657011,41.26979828844867,0.6586163522012581,0.032372529974750215,Normal
A03764,52,300,30.0,-659.7793382130951,205213.031090424,-1.6286801710855603,1.5425002301310622,0.8162037037037038,0.15474820802683675,Normal
A00235,102,300,17.133333333333333,998.6570271358627,329363.4733865633,0.9722692651540722,3.8801187990875707,0.7982539682539684,0.21143905784567252,Normal
A00043,77,300,49.78666666666667,2266.2664303375186,161896.03170196744,-2.0550929466192516,2.8094574729028405,1.076304347826087,0.2672405313108386,Anormal
A00900,84,300,10.126666666666667,4132.9485605401715,280701.4171652356,-0.8680903708178938,0.29989618180100974,0.8927272727272727,0.24963333993622228,Normal
A01276,7,300,30.0,2013.883083854907,225035.88051644762,-2.968165657285245,7.566944211509446,0.8086486486486486,0.12036096725314976,Normal
A02540,193,300,30.0,-8955.862759112546,515708.15577993187,-2.039425077026129,2.446089472386607,0.8219047619047619,0.16416462065785356,Normal
A07941,105,300,30.0,4871.307906285842,522610.908219545,-0.8269383609441762,-0.4769576433014997,0.8977083333333333,0.2674564314207706,Normal
A05699,210,300,47.60666666666667,208.10649625690488,55648.15477985377,1.0382795538948455,-0.8925669853302711,1.1157692307692306,0.39387355089671805,Normal
A01326,94,300,60.0,-1213.7110423518084,211782.20948009915,1.6735252603364794,2.5257793544944995,0.39986577181208055,0.08049147985224281,Anormal
A07626,235,300,30.0,-1952.4683721455885,148421.62193662018,-0.6558543523553877,0.7000875375826001,0.8261904761904763,0.20724518545294132,Anormal
A04736,47,300,30.0,232.77238383894337,168759.4310005556,3.5674364760117436,14.692852638635156,0.5643589743589744,0.1001100643470148,Anormal
A07069,7,300,30.0,3163.740867622106,194755.4850142211,-0.3963636415575734,0.5301904852503267,0.7611111111111113,0.21187446336007926,Anormal
A00500,71,300,30.0,-1250.910122093951,146248.86671168922,0.22126800539782618,-0.43084901795240294,0.9422580645161291,0.013181585308147909,Normal
A04560,206,300,29.426666666666666,-2710.891981947592,185140.9517053685,1.2355318506753097,0.9389310559635167,0.5653333333333334,0.18002222085064942,Anormal
A05602,111,300,34.98,96.2012364818137,315746.1945396532,-3.6914549578125246,12.280934836449392,0.73,0.08834704831303918,Normal
A00772,279,300,30.0,-2864.8133389089367,130167.27843304255,0.7968861058409245,-0.1931022056284326,0.51375,0.08168139444459,Anormal
A00650,137,300,30.0,-528.3973135167076,177444.15730780057,-1.1422887936233244,1.1117908300051145,1.0827160493827162,0.3046215178976785,Anormal
A07877,622,300,30.0,76.87732922721761,133173.8222517154,0.8760632210240351,0.38748891895370274,0.9893333333333335,0.34312161757086135,Normal
A03493,99,300,30.0,-86.39741270675964,180470.95744883514,-1.4986619936554553,6.9766652763186645,0.7357500000000001,0.09509932672971162,Anormal
A06314,163,300,31.433333333333334,239.9229368861254,102594.48941433837,-0.41754254376089517,-1.044731754628024,0.927979797979798,0.02217073926192962,Normal
A07368,180,300,30.0,26.80683775836451,172849.6639143728,-1.6456603335482463,2.8406805178556898,0.8911458333333334,0.15326449853249338,Normal
A04316,6,300,30.0,341.48683880986613,217771.65240781967,-0.9694520392390655,8.360984811621508,0.856,0.08120442555771658,Anormal
A08002,89,300,30.0,72.48524282218766,153387.49345522877,-0.23928716157470442,-0.5153129443060442,1.0037931034482759,0.08826433713081723,Normal
A02353,96,300,60.0,2048.740253547702,301751.66285692743,2.3473970820451724,6.514186415929554,0.6852107279693488,0.21640668230312826,Anormal
A01815,200,300,30.0,-1092.4643814573833,235280.44549459385,-1.867773059560318,2.363153017836729,0.5993750000000001,0.09873659367506839,Normal
A03725,154,300,30.0,-813.7307439780889,206503.4732161775,2.5561616141094996,9.772155829916597,1.1047435897435898,0.11814511241314109,Anormal
A02492,124,300,32.00666666666667,373.0717096762115,140445.79456987244,0.6978479033300946,2.1096967276392915,0.7413492063492064,0.07857210998582186,Normal
A07070,23,300,30.0,-3381.4470606289146,390764.2497622144,1.44079675692939,0.9227745711815065,0.8331182795698927,0.3691100752603333,Anormal
A00582,140,300,30.0,-429.23180631918024,174648.05260745017,0.08558801333874837,-0.3062904174015295,0.8144444444444445,0.02160246899469287,Normal
A07963,19,300,30.0,928.1255511282164,226296.49554114143,-1.248282853424502,2.568917655282892,0.8385714285714286,0.08149899488828345,Anormal
A06087,336,300,38.18666666666667,143.14549103560373,90681.25816944998,0.6115583022804457,0.012822007497747645,1.1432291666666667,0.019211620741826512,Normal
A03530,220,300,30.0,-665.5290593614735,220558.2571404088,1.224496175265913,1.6809640810111643,0.9391397849462365,0.09899845312840777,Normal
A03361,218,300,30.0,-871.3017241566586,120928.21805129855,0.08586446969934455,-0.8750016538698335,0.7723423423423423,0.01674512819410936,Normal
A02398,232,300,30.0,-1470.559165645529,155098.25863778184,1.6739151345649728,2.798736794101127,0.814,0.05361118101813026,Normal
A06554,112,300,30.0,29.322592362618124,150997.7842019653,-0.5487845239344687,2.4795570046930884,0.8516666666666668,0.12916840606039467,Anormal
A00138,165,300,60.0,35.93066649694025,69509.95785545389,2.6511329418609004,6.419404692099111,0.7102409638554218,0.29571268624556446,Anormal
A07674,98,300,30.0,-369.75946737759057,212650.33179489058,-1.736434999417902,1.4135006321528705,0.6681818181818181,0.12975979078969385,Anormal
A05137,245,300,30.0,-2928.844834382208,161707.99233194688,-0.44847879580940037,-0.4784802815009064,0.8736363636363638,0.01704349034698691,Normal
A05314,173,300,30.0,-2435.664125115761,479741.42859270715,-0.8578487354592343,4.049646473163816,0.8713131313131314,0.13697290005491647,Normal
A03909,199,300,60.0,-516.3356343130039,135442.0675851822,-0.01150626095915998,-1.0395837961546397,0.9216666666666666,0.3895474582412549,Normal
A02149,200,300,30.0,512.6814492479399,126746.41975769169,-0.01920093969772552,-0.8575288783389192,0.8383333333333334,0.04629579520425987,Normal
A06404,41,300,36.32,269.0103931213274,175735.60189078242,-0.756564846516399,-0.16792988897732952,0.8500793650793652,0.24317073072883333,Anormal
A03348,86,300,30.0,2146.74996872463,177455.11815768268,0.33112298478376084,4.536119567543342,0.8263809523809524,0.09155229723634302,Normal
A04242,128,300,30.0,36.64551469507903,105483.51096511063,-0.7684172579878404,-0.9999999999999769,1.2233333333333334,0.010274023338281634,Anormal
A02705,75,300,60.0,200.42486238062838,100487.01258521687,0.631571920250558,-0.7010540723026359,1.0990123456790122,0.425681554516771,Anormal
A03073,136,300,14.833333333333334,593.9185605663635,502070.4844103099,-0.49066416718064615,-0.9665896531431168,1.082857142857143,0.4260018204425988,Normal
A06422,125,300,17.593333333333334,-1552.1130086983019,191827.04305964801,-0.3318677044641988,1.231072727399507,0.8742105263157894,0.14308154999047296,Anormal
A04451,222,300,30.0,-1222.5873655785254,127652.44317301635,2.1114913595452083,7.213262375830439,0.672015503875969,0.1712609256929045,Anormal
A07008,59,300,30.0,-325.3578691441852,257684.07442931188,0.9085652820262123,6.237246974368999,0.9894444444444446,0.194812508787929,Normal
A04568,187,300,60.0,-1034.6109844546313,81871.10129978677,0.3530393705120303,-1.5063099885093676,0.9975,0.6437838448492544,Anormal
A00203,89,300,30.0,97.4345366318623,230522.51061914244,7.289848317083562e-14,0.7806122448980033,0.52,0.0023362554801682,Anormal
A05972,134,300,30.266666666666666,333.7385287334978,233397.268837706,-0.6527161102459993,1.0719358249487607,0.6747727272727274,0.11788840324575915,Anormal
A07910,57,300,30.0,-1512.283661230898,198222.58419928365,-3.5418219564616074,11.489283580398679,0.8252777777777778,0.09973228052028982,Normal
A01586,132,300,60.0,-239.29866946366752,158321.1653271046,-1.0971058378294163,0.9934257204394417,0.9838888888888889,0.21511509982527846,Anormal
A07305,73,300,30.0,-1690.4365612159538,120121.93373289428,-4.8614162898676145,23.785963050451798,0.8774747474747474,0.042955072473444364,Normal
A02075,5,300,30.0,-1583.7500835393055,413274.91902294476,0.5711857990476686,-0.5501669887262901,1.1133333333333335,0.46791848907507455,Normal
A00005,74,300,60.0,-694.6475465617367,200106.44008335762,1.1752414597239151,0.00967796612333549,0.5423333333333332,0.22298731675667888,Anormal
A04305,120,300,30.0,766.673131625388,206982.15936447497,-1.7023435402891491,5.289306675447909,0.8765656565656565,0.09365918891925856,Normal
A01653,159,300,30.0,-499.2690142870934,137980.39421848627,0.7517060435646589,-0.6065809692185171,0.927471264367816,0.3394424718608428,Anormal
A07228,10,300,17.166666666666668,3013.8067090426543,107262.39766727304,-0.6376770817989617,-0.09210436445594716,0.6322222222222224,0.009979402655783311,Normal
A06095,46,300,31.14666666666667,1079.0044871396074,236505.51783530388,-2.6391076067142865,5.787342535509529,0.8718095238095238,0.1209285315819509,Anormal
A04342,63,300,30.0,1366.7313029391662,289816.5218461493,-0.47942795391410614,-1.0674218971105962,0.9408333333333335,0.4084277101819176,Normal
A01393,7,300,30.0,-261.7175642006795,417212.8919188534,1.679732666663973,4.881897880127987,0.8208333333333334,0.20778130567414946,Normal
A02726,125,300,30.0,-787.8456330772192,144435.21306245908,-3.290402216275143,10.168288349338845,0.8351428571428572,0.10435088200855668,Normal
A07920,30,300,29.0,837.6067521454664,93473.55847505937,-2.4120249917816077,4.893713958951407,1.206666666666667,0.1228615053421921,Anormal
A02006,99,300,30.0,164.86901372765377,73723.10599827902,-0.06755343379361237,12.303185720506436,0.9500000000000001,0.07347493659911337,Normal
A06240,7,300,33.406666666666666,-1148.359374609912,399468.4753861663,-0.11793180190195415,-0.22593705686627796,0.7094326241134752,0.20953773183683838,Anormal
A03578,6,300,60.0,-93.88814272155241,275919.5796131881,0.7205976664546221,-0.37459807818630386,0.8743010752688173,0.3885583072065275,Anormal
A05927,142,300,30.0,490.9718237823754,181486.3796356645,-0.48517490667725355,-0.8250788906404694,0.8297142857142857,0.0635628494300279,Anormal
A03763,839,300,30.0,-417.73449091980274,117913.72074720048,0.6949541324918985,0.4441633329668444,1.09,0.4172928627874354,Anormal
A00490,120,300,30.0,-541.556751000984,242959.43091730517,0.27426378033329474,-1.0008434945801115,1.022261904761905,0.04480162244997006,Normal
A00215,58,300,60.0,711.4402672784387,224935.4871170713,-2.217558094946973,5.057227691343485,0.7764502164502165,0.12194709148005035,Anormal
A03212,44,300,30.0,4289.176230464295,180168.2045642523,0.6430375427821196,-0.18038825415083304,0.5411515151515153,0.10012359671384383,Anormal
A00343,178,300,30.0,-414.4291263304462,305140.86304043327,-2.122596677197868,5.381433749486352,0.7165853658536586,0.10523554121795192,Anormal
A04192,43,300,30.0,1097.160020343662,182295.76898139558,-4.162569709824748,18.1047403680573,0.7936936936936936,0.09147698239764387,Normal
A00315,88,300,30.0,3718.9543764494574,258788.76611410346,-1.8578524264060468,1.7783244144653327,0.7884684684684686,0.15341868872731107,Normal
A02504,50,300,39.28,403.4941880040934,186553.72591844093,-0.9839733768906264,1.5716121647611345,0.8294326241134751,0.0984161068832722,Normal
A01610,226,300,30.0,-2508.1095472663465,129554.83443646377,2.015301582560541,2.6327278513356767,0.7977450980392158,0.27710067610562233,Normal
A06771,108,300,30.0,598.1746477336117,295242.2368188455,-0.9546451910153051,-0.06058241871080572,0.8484313725490198,0.17981151223099107,Normal
A06033,116,300,52.96666666666667,453.7234996282312,472769.79789519554,-1.8947748033207568,2.0812264510158753,1.0423333333333336,0.24673354949103385,Anormal
A01655,74,300,30.0,1343.8260514425247,135644.59151352104,-0.7348937771846528,1.3753352234940808,0.8187037037037038,0.12190179658632572,Normal
A02710,118,300,20.74,65.13825687672504,89138.55692666749,0.5153781555470027,1.4643997677456797,0.7511111111111112,0.011688691731895932,Normal
A06725,80,300,30.0,-1207.5205718488703,116458.33138963443,-0.27123996670314,-0.6682802082491239,0.6453623188405797,0.12120067254175891,Anormal
A03965,231,300,56.306666666666665,-404.36487074460854,488130.906465371,-1.2227845286722085,0.7993226651690835,0.8143137254901961,0.18805684965057723,Anormal
A06024,31,300,51.56666666666667,139.14507344964804,158650.41114295332,-4.141037982859914,23.75288358880675,0.886896551724138,0.07876163678290607,Normal
A06692,301,300,30.0,92.12252281370043,59989.09185063371,1.7693936417131109,2.552367341410979,1.1185333333333336,0.05045640582610783,Anormal
A01480,339,300,35.18666666666667,-656.1116993446194,206231.84303645036,1.081401294403077,0.5680856186102288,0.8154166666666668,0.4401323585645068,Normal
A02177,379,300,30.0,656.0980942447417,95460.00024372716,-0.038132715529006767,-1.6317005000970561,0.7406140350877193,0.37975434908763,Anormal
A00389,100,300,60.0,143.2526980975098,171181.56258952917,-0.07649037504154703,12.93290522462577,0.5735576923076924,0.06011609925424595,Anormal
A03492,122,300,30.0,-440.93035345267054,90528.0419243875,0.0526109225105515,-1.7309025259058666,1.1579166666666667,0.5582560580852561,Normal
A00979,48,300,30.0,-693.8391753944056,145857.91240482058,-2.997016643440285,9.845021838322225,0.8414285714285714,0.09049523609064755,Anormal
A06121,117,300,32.56666666666667,-145.36571837416963,216562.65413486268,0.005670159030196402,-0.3711062580310127,0.7637301587301588,0.05731285339716625,Anormal
A07452,336,300,25.406666666666666,-1432.9039764868185,168552.71291402783,-2.4628502927205767,4.928196933325261,1.0294202898550728,0.1826182422165271,Normal
A02265,138,300,60.0,-372.93606649000253,204431.76038856668,-1.2525412966354237,0.9348259460599886,0.7730263157894738,0.15647260996753495,Anormal
A00198,266,300,30.0,-280.3040232620966,196926.09698855528,0.21099772967124822,-1.2389962280824423,0.8722222222222222,0.2876874785203879,Anormal
A05621,45,300,47.36666666666667,-371.6801438666705,174855.32786679125,5.652657451765468,37.62273930300692,0.7286458333333333,0.09220432991384467,Normal
A02444,77,300,30.0,-577.3486201211725,129696.24376861304,-3.8025809928495753,15.083517956199895,1.0496428571428573,0.1534118310603751,Normal
A08022,50,300,30.0,-2566.2085673378733,147988.0693399649,-0.14121934307507197,3.034594673831302,0.8170370370370371,0.1446105407804047,Normal
A06378,6,300,24.213333333333335,-272.7811302970766,218583.7349852865,-2.4420051006797454,11.485327631307277,0.6332456140350878,0.05020127233368899,Normal
A01231,23,300,30.0,1389.5584169471488,100351.87130106306,2.653468315766877,5.501521327395068,0.8907070707070708,0.3031670735119328,Normal
A06498,147,300,30.0,-4525.2559049561305,277044.4710364902,-4.662343774546935,24.040003255736337,0.7552991452991453,0.07818714472602953,Normal
A04401,224,300,30.0,-329.34877430250526,128134.92411579074,1.4349725263530044,1.3583369348239476,0.8530392156862746,0.2887445980560925,Normal
A01562,13,300,30.0,3537.898160776026,108110.15869801512,-0.5085961238899092,-1.6705193794355928,0.9520430107526885,0.2643225972671668,Anormal
